actual,predicted
0.5315391084945332,0.26913795
0.11438183347350715,0.2666685
0.13540790580319598,0.27253833
0.5534062237174096,0.2558919
0.10765349032800674,0.2576636
0.10176619007569386,0.262956
0.4507989907485282,0.24888475
0.2809083263246426,0.26501736
0.3069806560134567,0.27871785
0.12699747687132043,0.28158948
0.12363330529857024,0.26988676
0.13793103448275862,0.26134324
0.2817493692178301,0.2587775
0.1505466778805719,0.27594653
0.23296888141295208,0.27560905
0.12699747687132043,0.25869298
0.30361648444070644,0.26118234
0.41799831791421366,0.2709667
0.2817493692178301,0.27141955
0.1757779646761985,0.27064806
0.1505466778805719,0.2808817
0.1740958788898234,0.27446395
0.5601345668629101,0.28301686
0.27165685449957944,0.28522488
0.38267451640033645,0.29075396
0.28427249789739273,0.26589465
0.23128679562657695,0.26335084
0.30782169890664424,0.2547999
0.13793103448275862,0.26783752
0.4482758620689655,0.27033672
0.17073170731707316,0.2730078
0.4625735912531539,0.2861746
0.1152228763666947,0.29427108
0.1505466778805719,0.2747732
0.06476030277544155,0.27479634
0.4676198486122793,0.25806955
0.528174936921783,0.2710795
0.08915054667788058,0.28034955
0.3246425567703953,0.26260662
0.3002523128679563,0.2575271
0.3969722455845248,0.276468
0.4247266610597141,0.2662294
0.08999158957106813,0.26908603
0.14802354920100924,0.26019537
0.29352396972245587,0.24901177
0.31875525651808245,0.261594
0.5929352396972245,0.29038852
0.44911690496215306,0.29353884
0.1345668629100084,0.30269125
0.5306980656013457,0.281737
0.184188393608074,0.25628343
0.4878048780487805,0.2871227
0.30782169890664424,0.2978627
0.704793944491169,0.2968719
0.1421362489486964,0.28563836
0.41799831791421366,0.28177884
0.26997476871320436,0.26865354
0.09251471825063079,0.2714693
0.15895710681244746,0.25378644
0.11858704793944491,0.25617954
0.0941968040370059,0.26103014
0.27417998317914216,0.2468023
0.5332211942809083,0.25289646
0.4163162321278385,0.2594194
0.127838519764508,0.2620118
0.11017661900756939,0.25752038
0.12026913372582002,0.24894077
0.42136248948696386,0.24734029
0.5323801513877208,0.263636
0.2060555088309504,0.3131679
0.31959629941127,0.3247613
0.255677039529016,0.3039176
0.43734230445752736,0.27161595
0.6930193439865433,0.27848113
0.15895710681244746,0.2827726
0.1471825063078217,0.27948582
0.2943650126156434,0.26287773
0.024390243902439032,0.2678125
0.23128679562657695,0.24335872
0.44911690496215306,0.22982542
0.052144659377628265,0.26452923
0.16568544995794787,0.24592587
0.7140454163162322,0.24457628
0.24222035323801516,0.26803795
